﻿七夕，牛郎和织女团聚的日子，万里星空读懂了他们的爱，皎洁的月光读懂了他们的情。这就是爱情的力量。在这团聚的日子里，我无法掩饰对你深深的思念。,0
﻿今夜我们相处两地，玉簪银河隔不断卿卿之情，两地之遥阻不了郎情妾意，我俩亦有心灵相约的鹊桥！亲爱的，七夕之日，你知道我在想你么？,"0,4"
七夕节让我对你无限思念，将心泊在彩云升起的港湾，偷偷把幸福刻在你的心间，用一缕爱的丝线，将你我紧紧绑在岁月变迁的终点。亲爱的，祝你七夕快乐！,"0,4"
今天是七夕，流水落花夏去也，斜风细雨乍秋寒，七月七，我想你，爱你！！,"0,4"
年年七夕，今又七夕。鹊桥横架，相思如雨。月华似练，千年不变。繁星点点，爱恋缱绻。水不可阻，山不可断，愿美好祝福永围你身边！,"0,4"
独自莫凭栏，千里江山，别时容易见时难。流水落花春去也，天上人间,"0,4,7"
面对你默默的等待，我无法喊出那圣洁的爱，只好立于相思树下，用岁月的剪刀，把思念精心地剪裁。,"0,9"
七夕之夜星麻麻，看着水里鱼双双。想到了你心一酸，唯有想着当初情？,"0,4"
思念是甜蜜的惆怅，它能把女性天生的嫉妒搓揉成忧伤，溶成一片浓浓的深情像月光皎洁，明亮。,"0,2"
无情的时空将你我分隔，但想你的心儿依旧难平，七七相见！,"0,4"
茫茫星河，我无法找到你的踪迹；漫漫长夜，你能否感觉我的思念？,"0,4"
昨晚又是一个无眠夜，因为想你。“独自莫凭阑，无限江山，别时容易见时难。何时才能见到你呢，我的爱人？,"0,4"
长相思，晓月寒，晚风寒，情人佳节独往还，顾影自凄然。见亦难，思亦难，长夜漫漫抱恨眠，问伊怜不怜。,"0,4,7"
星月不误，因为你已离去；清风不语，因为我在哭泣；我也不语，因为还在想你。,"0,4"
对你的思念太重，压断了电话线，烧坏了手机卡，掏尽了钱包袋，吃光了安眠药，哎！可是我还是思念你。,"0,1,4"
昨晚又是一个无眠夜，因为想你。“独自莫凭阑，无限江山，别时容易见时难。何时才能见到你呢，我的爱人？,"0,4,11"
独自莫凭栏，千里江山，别时容易见时难。流水落花春去也，天上人间你想我吗,"0,4"
我们徜徉过的小树林，我们观赏过的蓝色黄色粉红色的花朵，一切的一切，仍然依旧。你什么时候回来，我们一起再同游,"0,4,11"
做一艘小船，让它载着我思念的心，划向远方的你，送上我温柔的吻，解开你眉间的忧，赶走你心中的愁,"0,4,11"
七夕！牛郎织女相会的日子，我是多么的盼望你的出现呀！情人节快乐,"0,4,11"
爱是牵挂，爱是奉献，是思念的痛，是回忆的甜，是难舍难分，是晨昏心颤的期盼爱人，你好吗,"0,4,11"
爱上了你，我才领略思念的滋味、分离的愁苦和妒忌的煎熬，还有那无休止的占有欲。为什么你的一举一动都让我心潮起伏，为什么我总害怕时光飞逝而无法与你终生厮守,"0,4,11"
怀念你、想念你，季节匆匆地走过，岁月带来了变化，却为什么总抚不去对你的思念。一颗久久悬着的心，总在怀念你，祝你情人节过得愉快,"0,4"
戒烟容易，戒你太难。当爱恋的病毒悄然而至，当你把从我心中下载的初吻放进回收站，我决定把爱情低格，让回忆格式化。你知道我的心在哭泣吗,"0,4,11"
不管宇宙有多少改变，直到慧星化作云烟，一定要追寻你，有一天，让爱回到我身边。,"0,4,11"
自从有了你，日子不再孤单。自从有了你，思念总在夜晚。自从有了你，爱意不再辗转。,"0,4,11"
七月七日长生殿，夜半无人私语时。又是一年的七夕，没有我的日子你还好吗？,"0,4"
雁字回时，月满西楼，花自飘零水自流。一种相思，两处闲愁，此情无计可消除，在下眉头，却上心头。,"0,4,7"
流星落了，那是天在哭了；雨水下了，那是我的思念涨潮了；月亮升了，那是你我的眼光交错了；人间的喜鹊飞了，那是它们为爱的七夕致敬去了！,"0,4,7"
七夕之夜星麻麻，看着水里鱼双双。想到了你心一酸，唯有想着当初情？,"0,4"
思念就像巧克力，苦苦的，甜甜的不敢想你，怕会想你：不敢说想你，怕更想你其实，我真的真的好想你,"0,4,11"
柔情似水，佳期如梦，忍顾鹊桥归路两情若是久长时，又岂在朝朝暮暮。,"0,4"
多年后，我会在某个路口，看你拉着别人的手，默默地走。我会在你身后，因为我知道，你不会回头。这个七夕，我祝福依旧，因为你能幸福，才是我的追求。,"0,9"
随着七夕的来临，任何一个关于你记忆的片断都不断涌上心头，和你相遇是我今生最大的幸福，把属于我和你的回忆永远的收藏在脑子里面吧，七夕快乐。,"0,5"
放牛小儿你真坏，偷了织女的裙衫带。放牛小儿也无奈，此生不是高富帅。放牛小儿就是你，我的美貌赛织女。牵牛织女有鹊桥，你却只有坏坏的笑。七夕到，想念你那坏坏的笑，你何时搭好那鹊桥！,"0,4"
纤云弄巧，飞星传恨，短信条条暗渡。思念彼此一相逢，便胜却世间无数。柔情似水，佳期如梦，浓情迷失归路。两情欣悦七夕时，一条短信守朝暮。,"0,1,4"
你走了，带着我全部的爱走了，只是一句分手。我忍着眼泪看着你的背影，好想最后在抱你一次，好想在对你说一次“我爱你”,"0,11"
人生不止，寂寞不已。寂寞人生爱无休，寂寞是爱永远的主题。我和我的影子独处。它说它有悄悄话想跟我说，它说它很想念你，原来我和我的影子都在想你。,"0,4,11"
茫茫，人海里一点孤鸿；欣欣，岁月里觅你芳踪；轻轻，缘分里偶然相逢；慢慢，微风里思念飘送；真真，星空里爱如彩虹；默默，七夕里想你入梦。,"0,4,11"
你说我们的路走得太凄凉，你说我们在一起的希望太渺茫。也许爱本身就是一种没有理由的东西，只是很想告诉你，无论何时只要你回头，我的爱会永远伴你左右。,"0,9"
﻿看见花儿想起你那美丽的容颜，看见溪流想起你那似水的的柔情，看见白云想起你那婀娜的身姿，看见彩霞想起你那快乐的样子，看见明月想起你那含情的目光虽然咱们昨日才相见，但是如隔三秋思念远啊。,"0,4,11"
有一双手，握住了就不想放开；有一个肩膀，依靠了就不想离开；有一场拥抱，抱紧了就不想分开；有一句誓言，承诺了就不想走开；有一种约定，说好了就不想丢开；有一个人，牵手了就不想松开；有一句祝福，送出了就想你打开：想你了。,"0,4,11"
花开的声音风知道，风儿播微香；雨落的声音心知道，心儿写牵挂；念你的声音梦知道，梦里藏相思；想你的声音信知道：你好吗？,"0,4,5,11"
你的笑，划过我的心间，是我一生的眷恋。一世，只为遇见你，月盈，只等你归来。星转斗移，几度春秋，望穿秋水，你何时现身？,"0,4,11"
握不到你的手，但感觉到你的温柔。想见你，却是经常在梦中，想说爱你，却只能在心里！此时此刻，真的好想你。,"0,4,11"
对你的思念太重，压断了电话线，烧坏了手机卡，掏尽了钱包袋，吃光了安眠药，唉！可我还是想见你。,"0,1,4"
千山万水飞难渡，何处离情诉？天涯地角几多愁，只有拥你入怀恨方休！,"0,4"
独自莫凭栏，千里江山，别时容易见时难。流水落花春去也，天上人间。你想我吗？,"0,4"
迷茫时，是你在万千人海找到我；绝望时，是你用厚实的手掌包围我；退缩时，是你的肯定帮我重燃斗志；落泪时，是你用温暖的胸膛守护我。七夕到了，牛郎织女隔河望，你我虽已两地分，但我会用心守护你给我的幸福，直到你归来的那日！,"0,4"
不似太阳般狂热激烈，不似大海般磅礴奔腾，不似溪水般缠缠绵绵，只有一颗爱你的心永不停息，为你倾尽所有亦无悔。亲爱的，我想你了！,"0,4,11"
我忽略时间，因为等你出现，我忽略距离，因为等你出现，我忽略雨天，因为等你出现，我忽略语言，因为想你一直未变，亲爱的，想你了。,"0,4,11"
我眼中有一道彩虹，那是你美丽善良的心灵；我心中有一份情感，那是对你的思念。知道我在想你吗？,"0,4"
多情的季节，多情的雨，多情的人儿想着你。孤枕难眠思念你，寂寞的时刻想着你，不知何时才能见到你！,"0,4,11"
鹊桥飞架南北，你我共度良辰，我的宝贝，我想你！！,"0,4"
七夕之夜星麻麻，看着水里鱼双双。想到了你心一酸，惟有想着当初情？,0
对你的思念太重，压断了电话线，烧坏了手机卡，掏尽了钱包袋，吃光了安眠药，哎！可是我还是思念你。,"0,4,11"
长相思，晓月寒，晚风寒，情人佳节独往还，顾影自凄然。见亦难，思亦难，长夜漫漫抱恨眠，问伊怜不怜。,"0,4,11"
星月不误，因为你已离去；清风不语，因为我在哭泣；我也不语，因为还在想你。,"0,4"
﻿﻿﻿美丽的心事，也是折磨人的心事，爱情把我们的心拉的好近好近，距离把我们拉的好远好远。我期待你的璀璨笑容和明亮眼神，在我生命里恣意绽放，闪烁如金,"0,4,11"
时间冲不淡真情的酒，距离拉不开思念的手。想你，直到地老天荒，直到永久。,"0,4,11"
弯弯的月亮，弯弯的情，半遮半掩在心中；弯弯的小河，弯弯的梦，相思不断响叮咚；弯弯的心船，弯弯的行，满载爱意永不停；弯弯的表白，弯弯的送，愿把幸福送一生。祝七夕节快乐！,"0,4"
思念是一种美丽的孤独，思念是一种幸福的忧伤；思念是一种温馨的痛苦，思念是一种甜蜜的惆怅。七夕将至，我对你的思念愈演愈烈，只愿你能体会到。,"0,4"
银河的宽度抵不过你“真爱”的广阔；太阳的温度及不上你“纯爱”的热烈；海洋的深度比不了你“挚爱”的深沉。七夕情人节，祝福你爱情天长地久！,0
七夕佳节良辰就要到，天上有牛郎织女，地上情侣相依，短信里诉说情谊。虽然你我远离，但即使天涯海角，这份思念依旧不离不弃。我的祝福很真，预祝你在七夕节里，找到自己的幸福，爱情永远甜蜜。,"0,5"
