﻿﻿又到一年七夕，牛郎织女鹊桥相会，相思泪化雨，思念情深无限。站在你家门前，却始终不敢敲门，怕给你添太多的麻烦。唯有短信祝你七夕快乐！,9
为你把盏一杯香醇的美酒，今夜不醉不归；为你摘下一朵绝美的鲜花，美美心情陶醉；金风玉露一相逢，便胜却人间无数，七夕快乐，相约葡萄架许下誓言！,9
誓言面前，真心不说穿，无论这份爱恋的真假难辨，即使不能把一辈子写在你的心间，即使此生注定孤独到站，我也义无反顾为你撑起一片天，七夕快乐！,"4,9"
我们已经错过太多的时间，我们的爱不知能不能记得起流年，此时的我只能静静等待，等待我们重新相爱的那一天，同享悲欢。七夕将至，我一定能等到你！,"4,9"
七夕的日子有人相伴是幸运的，七夕的日子有人相守是甜蜜的，七夕的日子书写文字是温馨的，七夕的日子给人祝福是美好的，七夕的日子对人表白是幸福的：喜欢你很久了，如果幸运地在这个七夕牵起你的手，那么我愿意许你朝朝夕夕的快乐。,9
一片美丽的风光醉在心怀，一首简单的情歌深埋心底，一封炽热的情书握在手心，一份甜蜜的情感涌在心头，七夕到了，只想鼓足勇气告诉你，我喜欢你很久了。,9
柔情恰似常流水，爱意情浓生无悔，佳人有约似春梦，真心实意乐相逢，七夕今夕是何夕，鹊桥诠释真情意，爱情不是仅相思，明月照亮连理枝，祝快乐七夕。,9
为了你这枝名花，我甘为一方沃土，受尽践踏之辱，皮肉之苦，只愿成为你唯一的领主。七夕情人节，希望你的心归我所属，同时也祝所有的有情人终成眷属！,9
七夕许愿很灵吗？试一下！我希望成为你的男朋友！我希望你可以永远爱我！最关键的就是我希望能够认识你！七夕快乐！,9
面对你默默的等待，我无法喊出那圣洁的爱，只好立于相思树下，用岁月的剪刀，把思念精心地剪裁。,"0,9"
我在等属于我们的七夕之夜。你会来吗？我会等的！！！,"4,9"
﻿又到七夕情人节，送你一出戏，你唱主旋律；想说我爱你，就是没勇气；别当是假意，一定会努力；要是你同意，我心甜蜜蜜。若是能携手，今日一起走！,9
作为有道德有理想有抱负的社会主义接班人，提升群众幸福指数、解决社会单身问题是你我应尽的责任和义务，值此七夕节到来之际，特邀你共进晚餐，如何？,"1,5,9"
七夕到，鹊桥架，牛郎织女见面啦。你和我，在一起，相恋也有一年整。牛郎织女情忠贞，我俩爱情比海深。牛郎织女银河渡，我俩何时成家人？愿我们早成眷属！,"4,9"
今天七夕，因为怕你寂寞，特地来陪你说话。能否让我成为你的牛郎？你若愿意，回我微信，我很开心；你不回我，我知道，那是你在害羞傲娇，就当你默认同意了。,9
不羡神仙，只慕鸳鸳鸯。你的痛苦交给我，你的快乐是我的幸福。我愿伴你吃苦，陪你幸福。在这个特别的日子里七夕，可以让我爱你吗？,9
你是我甜蜜的思念，交织在脑海；你是我灿烂的回忆，定格在天边；你是我深情的衷曲，演绎在心田。七夕到了，期盼共度佳节快乐相伴，不知我可否如愿？,"4,9"
金风玉露相逢际，牛郎织女盼七夕，鹊桥两畔是希冀，心与心跨越阻力，锦绣爱的圣洁炫丽，我似牛郎的孤寂，期盼鹊桥也能搭进你心里。你可知我恋你，短信表心意。,"4,7,9"
对你的爱，比银河的河要长；对你的情，比牛郎的牛更壮；对你的心，比织女的美更纯；七夕来临，愿你收获我的爱，比织女牛郎的聚会更美！,9
为了你这枝名花，我甘为一方沃土，受尽践踏之辱，皮肉之苦，只愿成为你唯一的领主。七夕情人节，希望你的心归我所属，同时也祝所有的有情人终成眷属！,"4,9"
人在情场，心不由己，不知不觉，已爱上你。对你表白，怕你不理，真情实感，暗藏心底，情人节里，很想见你，我心已表，答案在你。发错对象，真对不起！,9
﻿我对你的爱如滔滔江水川流不息，又如黄河泛滥一发不可收拾，再如日落西山灿烂辉煌我想你爱你我不能没有你，我一定要得到你,"9,11"
也许，今年的情人节我们已经错过，可是，我不想再错过，我不需要鹊桥，我只要一只信鸽，带去我的：“我爱你！”醉过才知酒浓，爱过方知情重。回转人世间活一回，只为与你相会。你的微笑，你的眼泪，都是我最刻骨铭心的。,9
爱你，却要无欲无求，好难！爱你，却要偷偷摸摸，好累！爱你，却让自己心碎，好惨！但竟然心甘情愿，好傻！,9
鱼对水说：你看不见我的眼泪，因为我在水里。水说：我能感觉到你的眼泪，因为你在我心里。,9
请松手，丢手机，不然我就爱上你！哇！没松手，爱上你了！！！,"1,9"
最遥远的距离，不是生死相隔，不是天各一方，而是我站在你的面前，你却不知道我爱你。,9
我是鹊桥旁那颗美丽的流星，只为有你一次真爱的回应，我痴痴的等待着你久久不愿离去。。,9
﻿寂寞的夜因你失眠，我失去了做梦的心情，但并非从此就没有梦，而是梦里依然有你，遇见你纯属天意，爱上你一心一意，苦恋你从无悔意，得到你才会满意。,"9,11"
我在等属于我们的七夕之夜。你会来吗？我会等的！！！,9
总有些时候，正是为了爱，才悄悄躲开。躲开的是身影，躲不开的却是那份默默的情怀,"9,11"
总想找一个藉口，在遇到你的时候，捕捉你的眼神，即使是刹那的回眸，也回味许久。,"9,11"
总想你就在窗外，在悄悄的偷听我的心声，对着窗外那时隐时现的星星，我在轻轻的诉说那隐藏心里的爱恋,"9,11"
七夕抬头望碧霄，喜鹊双双拱鹊桥。家家乞巧对秋月，无尽心丝君知晓？,"4,9"
七夕抬头望碧霄，喜鹊双双拱鹊桥。家家乞巧对秋月，无尽心丝君知晓,"4,7,9"
我是鹊桥旁那颗美丽的流星，只为有你一次真爱的回应，我痴痴的等待着你久久不愿离去,9
因为：优秀的男孩不该剩下，可爱的女孩也不该剩下。我是优秀的男孩，你是可爱的女孩。所以：我们不能成为剩男剩女。既然我们这么优秀，不如我们恋爱吧正好今天是七夕节，多么有纪念意义呀,9
据算命先生透露，我已命犯桃花，劫数难逃，七夕之夜，将饱受相思之苦，唯有找一同命相怜者倾诉，方能解除痛苦。收到此信者，即是有缘人，望准时赴约。,"1,9"
多年后，我会在某个路口，看你拉着别人的手，默默地走。我会在你身后，因为我知道，你不会回头。这个七夕，我祝福依旧，因为你能幸福，才是我的追求。,"0,9"
漫漫人生路，终于让我遇见了你；浓浓相思情，让我饱受对你的眷恋；好想好想陪着你，牵手共度不分离；七夕来临轻声问句，是否愿意携手牵？心儿扑通在等待，紧张情绪难忘怀；好想抱你入心怀，不管答案是否愿。,9
真诚之中与你相识相知，灵犀之间与你朝夕相伴。在每个想念的日子，想你不容易，不想你更难！七夕情人节快乐！有点暖味，别乱发哦！,9
如果有一天，不再喜欢你了，我的生活会不会又像从前那样堕落，颓废我不想再要那样的生活，所以，在我还没有放弃你之前，请你，至少要喜欢上我,"9,11"
原谅我将你的手机号码告诉了一个陌生人，他叫丘比特，他要帮我告诉你；我心喜欢你，我心在乎你，我心等待你。,"9,11"
你说我们的路走得太凄凉，你说我们在一起的希望太渺茫。也许爱本身就是一种没有理由的东西，只是很想告诉你，无论何时只要你回头，我的爱会永远伴你左右。,"0,9"
七夕情人节又到了。知道吗，拥有你，我天天都是情人节！拥有我，你天天都是劳动节！如果我们两个在一起，天天都会是狂欢节！,9
或许你已忘记了我，但我会等你的，直到感动上天，感动你为止,9
七夕牛郎好欢喜，鹊桥上面会织女，独自一人思念你，暗许终身好难寝，伤感消极没出息，怕你知道会生气，惟独现在告诉你，深深喜欢看信息的你，桥儿下面你可知，等待佳人回信息。,9
整天傻不拉几，看见你就无语，爱人家吧不敢理，装清纯吧太老气，干点啥事都缺乏勇气，表白吧还非说要在七月七，今天到了不要在躲避。道一声，我爱你。,9
我愿是黑夜里的一盏明灯，为你照亮回家的道路；我愿是林间的一棵大树，为你遮挡烈日浓浓；我愿你星空中的一颗繁星，为你拂去孤单寂寞；我愿是空气中的一缕尘埃，可以与你形影不离。七夕将临，邀你共度，可行？,"1,4,9"
又到七夕情人节，送你一出戏，你唱主旋律；想说我爱你，就是没勇气；别当是假意，一定会努力；要是你同意，我心甜蜜蜜。若是能携手，今日一起走！,9
爱上一个人，每天的空气都是甜甜的，每天的饭菜都是可口的，每天的心情都是愉悦的。你问我怎么知道，因为我爱上你了，这都是亲身感受。,"9,11"
怎样无尽的长夜，都不要忘记你身边的我是不灭的火苗，点燃你心中每一个希望，一生一世为你轻舞霓裳。你知道我在等你吗？,"9,11"
不管世界的变化多大，直到彗星化作云烟，一定要找到你，有一天，让爱回到我身边。,9
一直有个小心愿，藏在我心间！等你来发掘！在我生命中最后的时刻，希望能够是你的出现！,"9,11"
爱的情丝千万缕，剪不断理还乱，知否，知否，你是我心中最大的结，何时你才能为我解这个结？,"9,11"
关关雎鸠，在河之洲。窈窕淑女，君子好逑。参差荇菜，左右流之。窈窕淑女，寤寐求之。,"9,11"
爱你，却要无欲无求，好难！爱你，却要偷偷摸摸，好累！爱你，却让自己心碎，好惨！但竟然心甘情愿，好傻！,"9,11"
我不小心把“我爱你”误发给你了。如果你接受那就储存起来，如果你不接受，就把这三个字返发给我。,"9,11"
在千千万万的号码中我选择了你，在千千万万的日子里我选择了今天，在千千万万的话语中我选择了这句：七夕情人节你千千万万要快乐！,9
相思哀愁在心头，念你恋你已好久；趁此佳节表心意，对着银河许誓爱；你愿否做我织女，共同牵手到白头！七夕快乐！,9
他们说七夕要搞个派对，王母娘娘扮红娘，玉皇大帝做月老，牛郎织女总策划，孟飞乐嘉当主持，现在就缺男女两个嘉宾，有空的话，我们一起去吧！,"1,9"
我对你的情会少会少会少不了，我对你的爱会跑会跑会跑不掉，我怕追你追你追不到，我想忘你忘你忘不了，七夕来临，给我给我给我你的爱情好不好？,9
传说，七夕情人节是牛郎织女一年一度鹊桥相会的日子，民间有情人会在这一天向月亮乞求真挚而浪漫的爱情。当你收到这条信息时，有人已经想你一百遍了。,"4,9"
我愿是黑夜里的一盏明灯，为你照亮回家的道路；我愿是林间的一棵大树，为你遮挡烈日浓浓；我愿你星空中的一颗繁星，为你拂去孤单寂寞；我愿是空气中的一缕尘埃，可以与你形影不离。七夕将临，邀你共度，可行？,9
周六七夕喜重逢，我想和你去约会：林间小道悠闲散步，放松身体自在悠闲；沏杯清茶享受甜蜜，温馨如意渐入心脾；斜看夕阳黄昏落幕，美景怡人难以忘怀；看看大海听听浪声，甩掉烦恼拥抱吉祥。如何？你的心意？,"4,9"
白色情人节“得过且过”，黑色情人节“一闪而过”，玫瑰情人节“不能错过”，七夕情人节“我和你过”，收到短信请回过，一条短信真情多。,9
