【七夕搞笑语录】1、拿破仑：不过七夕的公民不是好公民！2、曹操：宁教我过七夕节，休教七夕节过我！3、周华健：不经历七夕，怎么见爱情？4、耐克：七夕？过！5、李宁：七夕，一切皆有可能！6、雪莱：七夕到了，爱情还会远吗？祝七夕快乐，爱情甜蜜！,1
七夕又到了。。。上联：羡慕嫉妒恨；下联：空虚寂寞冷；横批：麻痹我单身,1
都快七夕了，暗恋我的人啊，你们怎么那么沉得住气啊。。。,1
“祝你七夕的时候大姨妈来临！”这是我听到最狠的话,1
﻿七夕情人节提醒：请在七夕情人节这天为你的老婆把你家的花瓶插上一把青菜,"1,5"
某女童鞋的签名：谁今年跟我过七夕节，我就让他明年过父亲节！,1
盼星星盼月亮，总算盼到七夕了，错过了二月十四，再也不能放过七月初七，今天我要对你说三个字：“借点钱”平时不好意思开口，过节你总不好拒绝吧？,1
七夕情人节，切记巩固老情人，发展新情人，保护小情人，提防知情人，祝老情人不老，新情人不跑，小情人不少，知情人不扰！情人节快乐！,"1,5"
﻿古道西风瘦马，夕阳西下，断肠人在等你电话！,"1,4"
天上牛郎织女相约鹊桥，地上一群傻瓜约会断桥。试问：今夕是何夕？答曰：中国情人节！,1
牛郎织女七夕相会，一年不见，他们有说不完的悄悄话。我也想对你说句悄悄话，这句话在我心底已经埋藏很久了，今天我鼓起勇气开口：借我点钱好吗？,1
作为有道德有理想有抱负的社会主义接班人，提升群众幸福指数、解决社会单身问题是你我应尽的责任和义务，值此七夕节到来之际，特邀你共进晚餐，如何？,"1,5,9"
七夕到了，送你巧克力一盒。采法国浪漫为主料，配以英国特产的温馨，夹上美国带来的热情，用中国的含蓄和忠诚打包。吃了它保证你爱情甜蜜！,"1,5"
夏去秋来心情好，急寻天涯好芳草，好马常吃回头草，老牛更喜吃嫩草，兔子也贪窝边草嗨！哥们，七夕到了，祝你想吃啥草就吃啥草！七夕情人节快乐！,"1,2"
亲爱的织女：七夕情人节将至，愿我们高举中国特色痴情主义伟大旗帜，发扬鹊桥相会优良传统，保持二人世界爱情在线，携手开创爱情新局面。牛郎敬上。,"1,4"
本人想应聘老公一职位！专业：疼老婆科。特长：洗碗刷锅。能力：爱你没说。薪资要求：你的真心一颗。合同期：永不退货。呵呵呵，祝我家宝贝七夕快乐。,"1,4"
小时候梦想着自己能拯救整个世界，现在发现整个世界都拯救不了我啦，七夕，我无情人，七夕，你陪我，七夕，我请客，你付钱，七夕，你帮我完成‘小时候’的梦吧，朋友。,"1,5"
今天七夕月老备足了红绳打算一顿狂扯，丘比特备足了金箭想要一顿狂射。别说没提醒你，赶紧去找寻你的真爱吧！已经找到了的就要幸福一辈子！,"1,5"
你是烟，我是火，你需要，我不躲；你是花，我是肥，你美丽，我跟随；你是船，我是帆，你启航，我领先；你是菜，我是饭，你牺牲，我陪伴；七夕要快乐！,"1,4"
没人时胆大，女朋友在时，胆小；一人时胆大，老婆在时，胆小；上班时胆大，回家时胆小；平时胆大，过节时胆小；今天不用问，肯定胆小，祝老婆大人七夕快乐！,"1,4"
不要太依赖我，因为我不是你可以依赖的，不要太期望我，因为期望你会失望，七夕，我已佳人有约，知道你会伤心，就告诉你我的佳人正在看短信奥，嘿嘿，爱你，七夕快乐奥！,"1,4"
七夕到了，是不是还单身一个人呢，是不是还在为对像发愁呢，来吧，哥们跟你一起过七夕，我为你准备了丰富的大餐，安抚你的心情，你只要带好钱包直接过来就行。‘七夕快乐’。,"1,2,5"
天将降爱人于斯人也，必先动其心志，劳其筋骨，吊其胃口，油其嘴，滑其舌，甜其言，蜜其语，然后勾搭成功，双栖双飞。七夕将至，爱你是我的福气。,"1,4"
七夕织女请俺在银河边散步，俺没答应！中秋嫦娥请俺参观月宫，俺也没答应。俺拒绝了仙女的诱惑留在人间，为了能对你说声：情人节快乐！,"1,4"
七夕快乐！此短信虽然仅有短短的四个字，却深刻地表达了我对你的祝福与情感，可谓言简意赅，短小精干，再加上感叹号收尾，意境深远，有浑然天成之感！,"1,5"
七夕舞会。时间：七月初七晚七点七分。主持：月老；司仪：群星；嘉宾：痴男怨女，善男信女。形式：自行组队，先数星星再开碰头会，不见不散，非诚勿扰！,"1,5"
你收到此短信，阅读要与我约会，删除要与我拥抱，转发要与我亲吻，储存要与我共进烛光晚餐。七夕节到了，究竟该怎么办，你自己看着办喔！,"1,4"
你知道七夕的秘密么？白雪公主曾给七个小矮人分别起了名字：叫“饭夕”的去了非洲，叫“诚夕”的去了韩国，叫“丑夕”的去了美国！今天，他们一起为你送上七夕的祝福哟！,"1,5"
七夕情人节到了，切记巩固老情人，发展新情人，保护小情人，提防知情人，祝老情人不老，新情人不跑，小情人不少，知情人不扰，祝情人节快乐。,"1,5"
﻿单身不是我的错，都是太帅惹的祸，今天只能家中坐，再惨都没忘联络，祝你七夕情人节快乐，带着爱人开心过。切记：莫要摆阔！,"1,5"
七夕到了，送你巧克力一盒。采法国浪漫为主料，配以英国特产的温馨，夹上美国带来的热情，用中国的含蓄和忠诚打包。吃了它保证你爱情甜蜜！,"1,5"
﻿七夕快到了，提前温馨提醒：含蓄的送点花草，活泼的牵手就跑，实在的喝足吃饱，热情的唱歌舞蹈，浪漫的搂搂抱抱，疯狂的夜里放倒，胆小的发条短信就好！,"1,5"
七夕来临，天上牛郎织女相会，地上情歌情妹陶醉，剩下俺一个人索然无味，想偷听人家的情话光打瞌睡，发条短信给你解闷，祝你甜蜜无比成双成对！,"1,5"
七夕情人节到了，你想我吗？把手机贴近你的胸口，让我听听你的心跳，看你是否在撒谎，然后请摸摸你的胳膊，记住了吗，下次再让我生气，我还咬你。哼。,"1,4"
眼睛绿，头发黄，长相酷似灰太狼。没有车，没有房，但有一副好心肠；风里来，雨里往，只为追求红太狼。七夕节了，哥们，追到红狼了吗？愿忙中有乐天天喜洋洋！,"1,5"
七月七皱眉头，爱情可以有，我还真没有！不管情人有没有，亲戚朋友总会有！不管现在有没有，继续努力肯定有！不管七夕有没有，幸福快乐定要有！,"1,5"
据算命先生透露，我已命犯桃花，劫数难逃，七夕之夜，将饱受相思之苦，唯有找一同命相怜者倾诉，方能解除痛苦。收到此信者，即是有缘人，望准时赴约。,"1,5"
一晃又到七夕，说真的，特别想你！还记得我去年带你去的那片草地吗？不知道现在是否绿草茵茵，等有时间了，我还带你。不过去了只准吃草，不许拱地哦！,"1,4"
夕节到了，送你一朵花表示我想你了，送你两朵花，表示我很想你，送你满山遍野的花：还不快跑啊，大黄蜂被引来了。七夕节快乐。,"1,4"
七夕你最牛！月老变成你奴隶，牵线引谁随你意；丘比特给你运气，爱情之箭送给你；维纳斯也祝福你，美好姻缘人间喜。好友真心提醒你，把握良机莫失去！,"1,5"
各位朋友切记巩固老情人、发展新情人、保护小情人、提防知情人。祝老情人不老、新情人不跑、小情人不少、知情人不扰！祝七夕节快乐！,"1,5"
﻿七夕到，温馨提醒：含蓄的送点花草，活泼的牵手就跑，实在的喝足吃饱，热情的唱歌舞蹈，浪漫的搂搂抱抱，疯狂的夜里放倒，胆小的发条短信就好！,"1,5"
如果青蛙没有变成王子如果公主没有醒来如果小人鱼没有化作泡沫我还会相信爱情吗相信因为还有你在我的身边。茫茫人海，凭你的名字导航；凄凄寒夜，握你的名字取暖；漫漫人生，携你的名字同游。,"1,4"
古道西风瘦马，夕阳西下，断肠人在等你电话！,"1,4"
情人节，我愿做一条鱼，任你红烧、白煮、清蒸，然后躺在你温柔的胃里。,"1,4"
对你的思念太重，压断了电话线，烧坏了手机卡，掏尽了钱包袋，吃光了安眠药，哎！可是我还是思念你。,"0,1,4"
请松手，丢手机，不然我就爱上你！哇！没松手，爱上你了！！！,"1,9"
牛郎想请织女吃晚饭，不知织女有没有空？,"1,4"
当你看到这条短信息时，你已经中了猛烈无比的爱毒，唯一的解药就是嫁给我，不用考虑了，咱们结婚吧,"1,4"
十年前想我写信给我；七年前想我呼我；三年前想我打手机给我；两年前想我记得发邮件给我；现在那就发个短信息给我吧,"1,4,11"
七夕到了，你还不赶快向我认错，谁让你擅自侵犯我的内心领域，无理由占领我的思念高地，还不约我一起过七夕,"1,4"
七夕节到了，送你一朵花表示我想你了，送你两朵花，表示我很想你，送你满山遍野的花：还不快跑啊，大黄蜂被引来了。七夕节快乐。,"1,4,11"
等我有权时，让故宫作你卧室，神州六号作你专机，中国大剧院作你练歌房，杭州西湖作你游泳池，够意思吧祝七夕节快乐,"1,4"
一个三岁的小男孩拉着一个三岁的小女孩的手说：“我爱你。”小女孩说：“你能为我的未来负责吗”小男孩说：“当然能我们都不是一两岁的人了”,1
亲爱的，你知道吗，你来自云南元谋，我来自北京周口，让我牵起你毛绒绒的手，轻轻地咬上一口哦，是爱情让我们直立行走今天是七夕节我们一起去打猎吧,"1,4"
亲爱的，帮帮我，我的大脑终端遭遇相思病毒感染，感情扇区被格式化，所有文件都被更名为“我爱你。”,"1,4,11"
﻿今日七夕，可织女却失去消息，只剩牛郎再哭泣。经调查织女被拿着手机看信息的家伙掳去。哥们，别看了，织女再美已为人妻，七夕祝你寻到人间仙女,"1,2"
小道消息：今天七夕月老备足了红绳打算一顿狂扯，丘比特备足了金箭想要一顿狂射。别说没提醒你，赶紧去找寻你的真爱吧已经找到了的就要幸福一辈子,"1,5"
据算命先生透露，我已命犯桃花，劫数难逃，七夕之夜，将饱受相思之苦，唯有找一同命相怜者倾诉，方能解除痛苦。收到此信者，即是有缘人，望准时赴约。,"1,9"
往年七夕牛郎织女鹊桥相会，今天一早喜鹊赶来天河排队，等候多时始终不见牛哥七妹，八哥气喘吁吁跑来通知各位，如今科学技术发展速度翻倍，早已不须相会鹊桥如此繁赘，这时他俩正用电脑对聊沉醉。,"1,5"
君不见帅哥再帅没人陪，美女抱着钱大腿；君不见真爱难寻在人间，欲寻只能望着天；现代牛郎情再痴，谁肯陪你睡牛圈，拿着牛鞭剩嗟叹，对着织女空呐喊，不能换来望一眼。劝君还是多挣钱，爱情马上会泛滥，七夕佳节送祝愿，祝你早日梦能圆！,"1,2"
牛郎织女今相聚，快乐约会没道理，约你牛棚你得去，即使蚊子绕着你，不惧距离和天气，哪怕徒步下大雨，就是今日想约你，七夕节日耍赖皮！要来哟！,"1,4"
又到七夕，天上牛郎约会织女了，地上男人都找女友了，是不是你还在想念她，那你就抬头看看吧，自从你骚扰她以后，她再也没有离开过广寒宫，呵呵，七夕到了，愿你七夕情人节快乐。,"1,5"
牛郎哥哥高富帅，有房有地有人爱；牛郎哥哥小无赖，偷看洗澡还使坏；牛郎哥哥很浪漫，搭起鹊桥谈恋爱；牛郎哥哥感情专，两地分居心不改。祝七夕愉快！,"1,4"
当流星爱上大地不惜陨落，只为那片刻亲近；当行云恋上流水不惜坠落，只为一解相思情；当俺想起你，不惜一毛钱，为了提前告诉你：小孩，七夕快乐！,"1,4"
七夕佳节，牛郎织女再会鹊桥，大谈爱情经。织女无限感慨，吟诵道：我赤裸裸的走了，正如我穿着衣服来，来不及多想，答应了你的爱。牛郎淡淡一笑，也唱道：小织女乖乖，把衣服脱下来，我随手就牵走，和你谈恋爱，从此开启了一个裸婚时代。七夕佳节，要以牛郎织女为榜样，祝你爱情幸福！,"1,5"
纤云弄巧，思念很好，谁让我们是青春年少。飞信传爱，爱你的坏，谁让你在微博里把自己出卖。柔情似水，火辣似腿，谁让我爱你爱的无怨无悔。佳期有病，七夕有药，谁让我想你想的无可救药。七夕情人节，要让你快乐！,"1,4"
这年头聚会，喜鹊搭桥，不牢靠；若搭公交，冒热泡；乘坐高铁，总迟到；坐上轮船，海中掉。七夕来到，思前想后还是发条信息问候最好，祝七夕快乐！,"1,5"
朋友，可好呀！在这佳节即至的时刻我兴奋不已，只因我们都成功地将“没有情人的七夕情人节”抛给了历史，诚祝七夕情人节快乐！,"1,5"
七夕节快到了，是没有情人的情人节吧？心里不是滋味吧？不过没关系，我已经帮你在月老那走了后门，他说等他下岗，你的姻缘就到了，呵，预祝七夕快乐！,"1,5"
七夕舞会：时间：七月初七晚七点七分。主持：月老；司仪：群星；嘉宾：痴男怨女，善男信女。形式：自行组队，先数星星再开碰头会，不见不散，非诚勿扰,"1,5"
