碧水无声两岸隔，星桥横渡荡清波。人间别恨年年有，并在此宵泪较多。,7
两处相思隔岸闻，一年一度鹊纷纷。有情都拜今宵月，谁记广寒宫里人。,7
银汉佳期有鹊传，家家乞巧拜婵娟。广寒寂寞谁能会，冷冷宫中年复年。,7
无奈佳期鹊误传，秋河流入两心间。深情不在今宵渡，脉脉相知已万年。,7
千古佳期一夕休，星河冷落鹊横流。如今阁下痴情女，不复当时结彩楼。,7
回首曾经泪暗流，今宵一样月如钩。自从谙尽相思味，天上人间处处秋。,7
去岁伤心此夜同，淡云飞鹊怨长空。七夕月下缘何恨，才晓痴情却忘情。,7
年年七夕话情人，人海茫茫几度巡。,7
青春往事渐朦胧，长忆穿城示素衷。累坐街头观落日，车来人往俱成空。,7
暑尽七夕夜渐凉，金风玉露好时光。葡萄架下听私语，句句锥心欲断肠。,7
七夕风夜无星月，河畔牛郎织女逢。闲坐葡萄藤架下，未闻情话话悠长。,7
七夕相逢醉韵讴，情人期盼泪涟流。鸟群博雾鹊桥筑，星灿柔光弯月钩。哭诉几曾添别恨，语嫣一脉理清愁。天宫律法条条缚，王母玉簪挥斥遒。,7
书女妍香斋苑邗，才郎怜惜画廊兰。每年七夕情人会，弯月闪辉迷夜欢。两篓载儿追爱妾，众星让路地天宽。神牛护主云开路，仙鹤翔飞宫殿坛。,7
一镰弯月照书房，一盏清茶品茗香。一对鸳鸯湖水戏，一朝情侣象牙床。,7
淡月飘云交汇光，清风朗月两相望，真心何惧银河阻，鹊筑银桥情意长。,7
千里姻缘一日逢，百年能有几回同？鹊桥牛女来相会，七夕情人浓始终。,4
一杯美酒醉娇娘，一束鲜花献俊郎，一个情人终念挂，一帘幽梦断柔肠。,7
一束玫瑰留郁香，一杯美酒醉娇娘，一泓碧水心湖动，一日三秋思断肠。,7
一叶知秋仙女眷，一心一意伴牛郎，一杯美酒娇娘醉，一往情深泪眼汪。,7
一朝节日百朝芳，一夕情肠千语香。一夜良辰迷爱妾，一杯美酒醉娇娘。,7
七夕祝：梦到梦寐以求的人，见到日思夜想的人，约到心中所爱的人，追到长厢厮守的人，抱到心怡相爱的人，找到七夕献吻的人，情人节快乐！,5
牛郎恋刘娘，刘娘念牛郎，牛郎念念恋刘娘，刘娘年年念牛郎，郎恋娘来娘恋郎，念娘恋娘念郎恋郎，念恋娘郎。七夕信息赶早发你，不绕晕你算我白忙！,5
七夕有情人的继续甜蜜，没情人的不要泄气，有目标的加倍努力，没目标的继续寻觅，想浪漫的烛光晚餐，想实在的月下相聚。月老低调的给你发信息，保密！,5
七夕即是乞巧，温馨祝福闪耀，微信送你七巧，望你天天欢笑：工作顺利事业巧，生意兴隆财源巧，金榜题名学业巧，互助互爱友情巧，两情相悦爱情巧，温情融融家庭巧，生活幸福统统巧，祝：七夕节快乐！,5
七夕节，为你准备了真心，对你的真情独具匠心,4
弯弯的月亮，弯弯的情，半遮半掩在心中；弯弯的小河，弯弯的梦，相思不断响叮咚；弯弯的心船，弯弯的行，满载爱意永不停；弯弯的表白，弯弯的送，愿把幸福送一生。祝七夕节快乐！,5
