中秋月儿分外明，在外的人儿思亲人。为了生活离双亲，佳节到来难回门。只愿父母身康健，无病无痛又无灾。明月代表我的心，伴随二老到天明。祝健康长寿！,1
亲爱的爸爸妈妈，平日给你们的关心太少，中秋国节里为你们送上一份祝福。祝愿你们开开心心，平平安安，健健康康，这就是最大的福！爸爸妈妈，儿女爱你们！,1
青丝变白发，历历岁月痕，亲爱的爸爸妈妈你们辛苦了一辈子，为了我操碎了心。远在他乡的孩子深深地祝福你们健康长寿，平平安安，快快乐乐，万事顺心，中秋节儿敬上。,1
中秋到了，爸爸妈妈，孩儿在这里祝二老节日快乐！虽然不能回家团聚，但是儿不管在哪，总会牵挂你们。,1
爸爸，妈妈，中秋节快到了，希望你们平平安安的，其他的真的不需要什么，平安是福。希望在同一个月亮下分享我们对相互的思念。我爱你们！,1
亲爱的爸爸妈妈，这次中秋节我们又不们团圆了，我没有什么华丽的言语，我只想告诉爸妈，我爱爸妈！谢谢爸妈的养育之恩！！希望爸妈每天都健健康康的，不要为在外工作的子女担心！,1
亲爱的爸爸妈妈，你们好吗？我给你们送中秋祝福了，祝爸妈身体倍棒，吃嘛嘛香，中秋佳节乐开怀，国庆假期乐不停。我会永远为你们祈福，我永远爱你们。,1
亲爱的爸妈，远在他乡的孩儿向你们问好啦，愿你们身体健康，中秋快乐福无边，我在远方一定会努力拼搏的，一定不会让你们失望。爸爸妈妈，我爱你们。,1
一个祝福，藏纳多少感恩和心愿一声问候，代表多少惦念和关心中秋之际，我的思念更深。愿爸爸妈妈开心平安健康！,1
八月十五又中秋，九州团聚家家同，祝愿朋友事随愿，开开心心度佳节。祝愿父母多康健，快快乐乐享晚年，今日在此发祝愿，一条祝福一寸心！,1
采几缕中秋的阳光，揉一片真诚的感恩，加进心中的关爱，带上无限的孝道，融合成一盒深情的月饼，化成一条真诚的祝福祝福，祝父母中秋健康快乐！,1
月到中秋分外明，问候祝福传九州。花好月圆人喜庆，温馨康泰暖万家。一条祝福虽平淡，化作月饼寄遥思。父母亲朋皆幸福，读着祝福守甜蜜。,1
又是一年中秋到，儿的思念在异乡；中秋月圆家不圆，儿泪相思在远方；每逢佳节倍思亲，儿子送福祝你们：亲爱的爸爸妈妈，中秋佳节平安快乐！健康幸福！,1
忘记昨夜的疯狂，享受静谧的月光。在他乡，随处都是惆怅，时时思念故乡。想念儿时的桂花糖，槐树下的大水缸，祖母做的豆瓣酱，妈妈炖的鱼肉香。望家乡，路远水长。思故乡，一片苍茫。中秋节，爱我爹娘！,1
小时候，妈妈是天空，长大了，我是妈妈的天空。中秋来临，妈妈在等，等我的问候，等我的微笑！祝愿天下妈妈：中秋节快乐，永远安康！,1
中秋节，不能陪伴在父母身边，笑的再甜，也有些苦涩，只能将内心对家人朋友的衷心祝福寄托在皎皎月光上，愿普照大地的月光将我的祝福传递到相隔千里万里的亲人身旁。,1
中秋月圆倍思亲，儿在异地不由身。思念故乡好风光，月亮代表我的心。美酒甜瓜蜜月饼，摆放供桌寄深情。祝福双老好身体，孩儿它乡也放心。中秋节到了，爸爸妈妈节日愉快！,1
游子望故乡，祝亲人安康。爸爸妈妈，虽然我不能回家与你们团圆，但我的心和你们永远一起的，也会用心为你们祝福。祝你们中秋快乐，身体健康，万事如意！,1
中秋之夜月亮之上，思念亲情泪水流淌：生活艰难背井离乡，亲情亲人留在家乡。亲爱的爸爸妈妈，每逢佳节倍思亲，儿在异乡祝福：中秋佳节平安幸福！,1
一个祝福，藏纳多少感恩和心愿;一声问候，代表多少惦念和关心;中秋之际，我的思念更深。愿爸爸妈妈开心平安健康！,1
还记得你肩膀上的我多么调皮，还记得你自行车后座上的我多么任性，还记得你眼中的我多么骄傲，老爸，谢谢你陪我一路的成长，中秋快乐！,1
一颗心愿，一份真情，祝你中秋快乐！祝我美丽的，乐观的，热情的，健康自信的，充满活力的大朋友，妈妈，中秋快乐！,1
忘不掉的是我发脾气时您微笑的忍耐;忘不掉的是我生病时您着急的表情。忘不掉，忘不了，这一生您对我的恩情无以回报，只能轻轻的祝您，中秋快乐妈妈！,1
慈母手中线，游子身上衣。临行密密缝，意恐迟迟归。谁言寸草心，报得三春晖。熟悉、感人的诗语，使我潸然泪下，儿行千里母担忧，哪知儿行千里心思归?妈，中秋快乐！,1
生活一天一天，思念依然。母亲，今天是中秋，送去我贴心的祝福，愿快乐与您常相伴！,1
一笑烦恼跑，二笑怒憎消，三笑憾事了，四笑病魔逃，五笑永不老，六笑乐逍遥，时常开笑口，寿比彭祖高，爸爸妈妈中秋快乐。,1
中秋的明月洒落了幸福，中秋的喜悦渲染着大地，中秋的快乐飘散在四方，中秋的味道弥漫在身边。中秋来了，愿你阖家欢乐，幸福美满。妈妈中秋快乐！,1
圆圆的心愿送给你，愿你合家团圆永如意，圆圆的祝福送给你，愿你事业圆满财兴旺，圆圆的问候送给你，愿爸爸你圆圆的脸上挂笑容，中秋佳节到，愿你钱包圆鼓鼓，万事圆通通。中秋快乐！,1
中秋十五月当空，蜜饼美酒香飘溢。阖家团聚齐拜月，祈祷来年五谷丰。花前月下品佳肴，其乐无穷甜蜜蜜。共度此时皓月光，佳节良宵年年圆。祝福爸妈：佳节愉快！年年团圆！甜蜜幸福！永永远远！,1
风柔雨润花好月圆，幸福生活好甜！冬去春来似水如烟，一年中秋在眼前！流年不复返，人生须尽欢。爸妈，中秋快乐！,1
佳节到，送您个月饼：第一层财运；第二层幸运；第三层福运；第四层浪漫；中间夹层甜密，祝爸妈天天好心情！,1
自古中秋月最明，凉风届候夜弥清。一天气象沉银汉，四海鱼龙跃水精。月到是秋分外明，又是一年团圆日，祝爸妈节日愉快，身体安康,1
花瓣雨漂过，把花蕊留给你，四季风吹过，把枫叶留给你，岁月潮涌过，把欢乐留给你，又是月圆夜，把祝福送给你，中秋快乐！,1
无论天南海北，不论相聚与离别，有份祝福永远挂在我心中，祝您一切圆满美好！,1
爸爸妈妈，今天是中秋节，孩子现在没有办法陪在您们身边，在这个团圆的节日里，祝您们身体健康。,1
爸爸，妈妈，中秋节快到了，希望爸妈平平安安的，其他的真的不需要什么，平安是福。希望在同一个月亮下分享我们对相互的思念。我爱爸妈！,1
爸爸：让最圆的明月陪伴你和我，让明月传达我的心愿与祝福，祝福中秋佳节快乐，月圆人圆事事美满。,1
采几缕中秋的阳光，揉一片真诚的感恩，加进心中的关爱，带上无限的孝道，融合成一盒深情的月饼，化成一条真诚的祝福祝福，祝父母中秋健康快乐！,1
父母之爱，让我们感知养育的艰辛；朋友之爱，让我们体会牵挂的温馨；中秋佳节，独自飘零，真情无以寄托，愿祝福给你带去丝丝温馨！,1
每逢佳节倍思亲，想邀明月致安慰。远处的亲人，爸妈好吗?不能在爸妈身边，心里很想念，只能遥寄中秋节祝福以托思念之情，中秋节快乐！,1
亲爱的爸爸妈妈，平日给爸妈的关心太少，中秋节里为爸妈送上一份祝福。祝愿爸妈开开心心，平平安安，健健康康，这就是最大的福！爸爸妈妈，儿女爱爸妈！,1
如果苍天给我三个愿望。第一个愿望祝父母有健康的身体、第二个愿望祝父母有乐观的心态、第三个愿望是美满幸福地生活。祝父母亲中秋节快乐！,1
一个祝福，藏纳多少感恩和心愿；一声问候，代表多少惦念和关心；中秋之际，我的思念更深。愿爸爸妈妈开心平安健康！,1
一夜游子空望月，千里团圆起相思。父母食饼犹难尽，遥知故乡月最明。中秋节至，祝福传情；问候父母，身体安康。,1
以真诚为半径，用尊重为圆心，送您一个中秋圆圆的祝福：爱您的人更爱您，您爱的人更懂您！好事圆圆！好梦连连！预祝中秋快乐，月圆人更圆！,1
游子望故乡，祝亲人安康。爸爸、妈妈，虽然我不能回家与爸妈团圆，但我的心和爸妈永远一起的，也会用心为爸妈祝福。祝爸妈中秋快乐，身体健康，万事如意！,1
云带阴霾去，月携圆满来。亲儿在异地，思父思母爱。月亮当头照，亲情两地怀。中秋夜儿子祝爸妈身体健康，万事如意。,1
秋高秋爽秋日恰逢中秋，花好月园今宵再度良辰。留意月下丝丝白云，许是我问候万千。倍相思，祝你如意有佳。,1
轻轻的一声问候融入了所有的心愿；淡淡的一句祝福，倾注了无限的情谊；静静的一则祝福，送来发自内心的声音。中秋快乐，让幸福和好运也永远相伴你！,1
取快乐无忧之泉，和健康平安之面，捏花好月圆之皮，包甜蜜幸福之馅。用关怀体贴之火烘烤，以思念祝福之信传递，送上特制月饼，祝中秋快乐！,1
九天云外，明月千里寄关怀；奔波在外，心未远离故土在；借酒遥祝，汗珠都把金条换；中秋将至，同一个月亮下，欢声笑语同在。愿你幸福安康，快乐开怀！,1
