我将你的手机号码告诉了一个陌生人，他叫月老，他会在中秋月圆夜要帮我告诉你我心思你，我心念你，祝你中秋快乐！,5
财神到:“玉帝特派我来奖励你长期与公司的合作，现祝愿你幸福安康，阖家欢乐，如果你们今后还会这样共同合作下去，玉帝还会派我来的。”,5
窗前明月光，月饼有点脏；疑是手没洗，皱眉自思量。举头望明月，明月正照窗；低头细查看，原来没包装。中秋祝你，吃饼快乐，赏月开心！,5
后羿哥哥，我是嫦娥，广寒宫的几千年让我明白，最美的是我们一起漫步的细雨天，最动情的是你唱给我听的思念，这个中秋月圆，我抵挡不住对你的挂念，我要你陪我，无论天上人间。,5
嫦娥嫦娥，我是八戒，我已经恋了你一万年了，就因为几千年我对你的情不自已，被玉帝贬下凡间落成猪脸，但是我依然深爱你，马上中秋团圆日，给我个机会，我保证只做你一个人的二师兄！好吗？,5
后羿哥哥，我是嫦娥，广寒宫的几千年让我明白，最美的是我们一起漫步的细雨天，最动情的是你唱给我听的思念，这个中秋月圆，我抵挡不住对你的挂念，我要你陪我，无论天上人间。,5
胖妹如中秋月，是肉感；瘦妹如下弦月，是骨感；小腿瘦如鹭鸶腿，是性感；大腿粗如大象腿，是安全感。女人从不缺美，缺的是自信，妹妹请大胆地往前走！,5
嗨，嫦娥让我给你捎个话：你昨晚如此含情脉脉地凝望她，让她心跳加快，一夜未眠，拜托今天你不要再用目光骚扰她啦！中秋快乐啊！,5
你是月饼我是馅，缠缠绵绵总见面；你是风筝我是线，追追逐逐把你牵；你是明月我是泉，圆圆满满一万年！,5
中秋之夜我在月宫宴请客人，为大家准备丰盛的晚餐：清蒸浪漫，红烧祝福，水煮团圆，油炸快乐糕，真诚温馨汤，十分开心果，温暖幸福酒。敬请光临。,5
好累啊，和太阳打了几天的架，想夺个月亮送给你，没想到那个家伙一点面子都不给！我一气之下把月亮踩成了月饼，不介意就收下吧！祝中秋快乐！,5
就知道中秋那天你会被铺天盖地的祝福包围，英明的我今天就让祝福跨过高山越过高楼大厦穿过大街小巷，闪过卖茶叶蛋的老太太，钻进你的手机：中秋快乐！,5
中秋之际，我谨代表党中央、国务院、以及拉登兄和基地全体勇士、布什、普京、布莱尔，向你并通过你向全家人致以最真挚的问候：中秋快乐！,5
天苍苍，野茫茫，今年奖金太渺茫！水弯弯，路长长，没钱的日子太漫长！楼高高，人忙忙，今夜能否与你结伴抢银行暗号：中秋快乐！提“钱”快乐！,5
我绝望了：紫霞离开了我，师傅又太唠叨，牛魔王借我的钱又不还，好不容易买下了水帘洞又被菩萨恶意收购，还好到了中秋节，发个消息，祝二师弟节日快乐。,5
嚄畋我桫籴蠡鋈劓祝鋈劓劓罘你骱鲙哿靺中骱鲙哿靺秋桫籴骱快桫籴蠡鋈乐鹎觌，看不懂了吧，早就说你文化水平低，挑认识的看一遍,5
月圆年年相似，你我岁岁相盼。那满天的清辉，遍地水银，便是我们互倾的思念，你没忘了要请我吃饭吧。,5
喜讯：中秋节当天，手机号头两位数字是13的用户，可以到街边小摊上免费领取月饼，当然，事先要抹上烫伤膏以防被摊主的开水泼到。,5
月儿呀！你可知我心？月儿呀！你可知我情？愿月儿给你带去我真诚的祝愿：知诉你，我是真的想吃你藏起来的那盒月饼,5
祝“中秋节”快乐：奖金多多再翻一倍，事业发达再进一步，人气直升再火一点，身体安康再棒一点，人见人爱身边美女再多一群,5
听说今年中秋节期间出了个怪事，我当时正好路过，但我不相信我所见到的一切：那只猪居然真地像人一样拿着手机在看祝福,5
中秋节电信新功能测试，本月免费，请按任一数字键测试你的智商经测试您的智商为零,5
中秋节饿了咋办？来份火锅涮涮！渴了咋办？去海边转转！没钱咋办？找个傻子骗骗！没胆咋办？找拉登练练！要是想你咋办？到猪圈看看！,5
中秋节想你是最快乐的事；见你是最开心的事；爱你是我永远要做的事；把你放在心上是我一直在做的事；不过，骗你是刚刚发生的事。,5
你有天使般容颜，魔鬼般身材，就连你放屁的姿势都那么完美无暇。可在大庭广众之下，控制一下节奏好不好？中秋节快乐,5
中秋奉上月饼，五克快乐枣，一把关心米，三钱友情水，保质期：农历八月十五前；保存方法：请按保存键,5
中秋就快到了我要送你一个月饼。第一层体贴！第二层关怀！第三层浪漫！中间夹层甜蜜！愿你喜欢！,5
八月十五中秋节，动物森林也疯狂；狮子吼来百鸟叫，狗熊大象瞎胡闹，一起来把节日闹；只有小猪静悄悄，打开手机看祝福：猪你中秋节快乐,5
月亮说，她会在八月十五的晚上安排美丽的月光，将我的祝福送到你的眼里，写在你的心上。,5
明月几时有，把饼问青天，不知饼中何馅，今日是莲蓉。我欲乘舟观月，又恐飞船太慢，远处不胜寒。起身发消息，祝福在人间。中秋快乐！,5
送你一个爱心水果篮：篮底送一生平安，中间放无限祝福，四周注满富贵吉祥，上面铺满开心快乐，外加永远幸福，365天天天如愿！中秋快乐！,5
夜幕有了星星，显得迷人；大海有了涛声，显得渊博；冬季有了雪花，让人备感浪漫；朋友中有了你，使我深感荣幸；中秋节到了，让我把最美的祝福送给你！,5
中秋之际：我谨代表泽民叔、锦涛哥，党中央国务院及拉登兄和基地全体勇士、布什、普京、布莱尔向你并向你的家人朋友致最真挚的问候：中秋快乐！,5
你是月饼我是馅，缠缠绵绵总见面；你是风筝我是线，追追逐逐把你牵；你是明月我是泉，美美满满一万年！,5
卫生部发出通知，凡是家里还有月饼的一律上缴国库，不上缴国库上缴到我家也行，违令者今后不准晒月亮！,5
青蛙的四大愿望：庄稼地里没蛇泡，天鹅在我怀里抱，参加奥运三级跳，中秋节里看祝福。,5
