月影摇晃着欣喜，快乐洋溢着心底，花朵飘香着日子，月饼甜美着惦记，心愿徜徉着欢喜，祝福泛动着涟漪，心绪调剂着消息，只为送给你。中秋快乐！,"0,1,2,3,4"
中秋佳节明月圆，良辰佳节月饼甜，花好月圆祝福你：慢慢品尝我的祝福情，慢慢咀嚼我的祝福话，慢慢回味我的祝福语。中秋平安快乐！,"0,1,2,3,4"
中秋将至，祝你日圆，月圆，梦圆，团团圆圆；官源，财源，路源，左右逢源；人缘，福缘，份缘，缘缘不断；情愿，心愿，意愿，愿愿随心。,"0,1,2,3,4"
月圆情圆人团圆，人满福满酒杯满，花香景美心情美，你乐我乐全家乐，佳节喜闹大团圆，万事顺畅皆圆满。中秋将至，愿你合家团圆，一生圆满！,"0,1,2,4"
月升代表着我的牵挂，月落代表着我的关怀，月盈代表着我的惦记，月亏代表着我的思念，月芽代表着我的真诚，月弯代表着我的微笑，月圆代表着我的祝福：中秋快乐！,"0,1,2,3,4"
一轮明月照亮事业，一盒月饼甜蜜生活，一杯美酒健康长久，一串葡萄欢乐逍遥，一个西瓜合家团圆，一份祝福送给大家。祝你中秋快乐哦！,"0,1,2,3,4"
明月当空照，挂念心头绕，岁岁明月夜，年年盼团圆；思念传千里，微信送祝愿，天涯情不断，海角血脉连；每逢佳节倍思亲，心寄明月祈团圆，祝合家欢乐幸福伴，吉祥如意乐开怀，中秋节快乐！,"0,1,2,3,4"
十五的月亮圆又圆，家家户户喜连连，喝酒赏月人团圆，日子过得比蜜甜，借此吉时送祝愿，盼你身康体又健，收获幸福一片片，如意总是围你转。中秋佳节，愿你合家欢乐，幸福美满！,"0,1,2,3,4"
天高了，云淡了，花好了，月圆了，想念了，问候了，节到了，祝福了，健康了，快乐了，平安了，吉祥了，收到了，幸福了。中秋快乐！,"0,1,2,3,4"
花好月圆的时候，是祝福的时候。愿你事业圆满，盆满钵满；爱情圆满，情满意满；家庭圆满，福满寿满；生活灿烂，幸福美满。中秋快乐！,"0,1,2,3,4"
