count,key
0,"牵恋,v"
0,"相爱,v"
0,"健康,a"
0,"朝朝暮暮,i"
0,"等待,v"
0,"合家欢乐,i"
0,"傻傻的,z"
0,"幸福美满,nr"
0,"美梦,nz"
0,"宝贝,nr"
0,"佳人,n"
0,"心上人,n"
0,"幽梦,n"
0,"温柔,a"
0,"期望,v"
0,"相伴,v"
0,"守护,v"
0,"凝思,nr"
0,"难忘,v"
0,"坚持,v"
0,"月宫,n"
0,"无眠,v"
0,"快乐,a"
0,"曾经,d"
0,"陪伴,n"
0,"惦记,v"
0,"从容,v"
0,"好想你,l"
0,"惦念,v"
0,"美好,a"
0,"情郎,n"
0,"欢笑,v"
0,"望穿秋水,i"
0,"相随,v"
0,"可爱,v"
0,"福气,n"
0,"爱意,n"
0,"美丽,ns"
0,"想念,v"
0,"开心,v"
0,"好友,n"
0,"始终如一,i"
0,"柔情,a"
0,"祝福,nr"
0,"我爱你,l"
0,"思念,n"
0,"﻿往事,v"
0,"无憾,a"
0,"真诚,a"
0,"喜气,n"
0,"相思,l"
0,"相思,v"
0,"幸福,a"
0,"爱人,n"
0,"平安,a"
0,"一辈子,m"
0,"相盼,v"
0,"笑口常开,i"
0,"温馨,nr"
0,"好人,n"
0,"拥抱,v"
0,"天长地久,i"
0,"相守,v"
0,"伤离别,n"
0,"回忆,v"
0,"浪漫,a"
0,"解忧,v"
0,"心爱,n"
0,"如愿,v"
0,"安康,nr"
0,"思乡,n"
0,"牵挂,v"
0,"无语凝噎,i"
0,"两情相悦,i"
0,"寄托,v"
0,"白头到老,i"
0,"寄相思,nr"
0,"海枯石烂,i"
0,"依靠,v"
0,"无恙,z"
0,"意中人,n"
0,"仙子,n"
0,"执手,v"
0,"等你,"
0,"默默,d"
0,"一生,m"
0,"家乡,n"
0,"离恨,v"
0,"真挚,a"
0,"嫦娥,n"
0,"相知,v"
0,"重水,n"
0,"故乡,n"
0,"浓情,n"
0,"守候,n"
0,"故人,n"
0,"乡愁,n"
